0,10,1,10,2.7451e-08,1.011e-07
0,10,1,18,1.1862e-07,-1.72e-08
0,10,1,26,8.2904e-08,-5.0507e-08
0,10,1,34,6.0313e-08,-7.2802e-08
0,10,1,42,1.0373e-07,-3.4041e-08
0,10,1,50,1.1074e-07,-5.4732e-09
0,10,3,10,2.7451e-08,1.011e-07
0,10,3,18,1.1862e-07,-1.72e-08
0,10,3,26,8.2904e-08,-5.0507e-08
0,10,3,34,6.0313e-08,-7.2802e-08
0,10,3,42,1.0373e-07,-3.4041e-08
0,10,3,50,1.1074e-07,-5.4732e-09
0,10,5,10,2.7451e-08,1.011e-07
0,10,5,18,1.1862e-07,-1.72e-08
0,10,5,26,8.2904e-08,-5.0507e-08
0,10,5,34,6.0313e-08,-7.2802e-08
0,10,5,42,1.0373e-07,-3.4041e-08
0,10,5,50,1.1074e-07,-5.4732e-09
0,10,7,10,2.7451e-08,1.011e-07
0,10,7,18,1.1862e-07,-1.72e-08
0,10,7,26,8.2904e-08,-5.0507e-08
0,10,7,34,6.0313e-08,-7.2802e-08
0,10,7,42,1.0373e-07,-3.4041e-08
0,10,7,50,1.1074e-07,-5.4732e-09
0,10,9,10,2.7451e-08,1.011e-07
0,10,9,18,1.1862e-07,-1.72e-08
0,10,9,26,8.2904e-08,-5.0507e-08
0,10,9,34,6.0313e-08,-7.2802e-08
0,10,9,42,1.0373e-07,-3.4041e-08
0,10,9,50,1.1074e-07,-5.4732e-09
0,10,11,10,2.7451e-08,1.011e-07
0,10,11,18,1.1862e-07,-1.72e-08
0,10,11,26,8.2904e-08,-5.0507e-08
0,10,11,34,6.0313e-08,-7.2802e-08
0,10,11,42,1.0373e-07,-3.4041e-08
0,10,11,50,1.1074e-07,-5.4732e-09
0,30,1,10,6.1409e-08,2.0889e-07
0,30,1,18,2.4125e-07,-4.7214e-08
0,30,1,26,1.7291e-07,-1.5807e-07
0,30,1,34,1.2405e-07,-1.8744e-07
0,30,1,42,2.3991e-07,-8.8103e-08
0,30,1,50,2.7256e-07,-9.8428e-09
0,30,3,10,6.1409e-08,2.0889e-07
0,30,3,18,2.4125e-07,-4.7214e-08
0,30,3,26,1.7291e-07,-1.5807e-07
0,30,3,34,1.2405e-07,-1.8744e-07
0,30,3,42,2.3991e-07,-8.8103e-08
0,30,3,50,2.7256e-07,-9.8428e-09
0,30,5,10,6.1409e-08,2.0889e-07
0,30,5,18,2.4125e-07,-4.7214e-08
0,30,5,26,1.7291e-07,-1.5807e-07
0,30,5,34,1.2405e-07,-1.8744e-07
0,30,5,42,2.3991e-07,-8.8103e-08
0,30,5,50,2.7256e-07,-9.8428e-09
0,30,7,10,6.1409e-08,2.0889e-07
0,30,7,18,2.4125e-07,-4.7214e-08
0,30,7,26,1.7291e-07,-1.5807e-07
0,30,7,34,1.2405e-07,-1.8744e-07
0,30,7,42,2.3991e-07,-8.8103e-08
0,30,7,50,2.7256e-07,-9.8428e-09
0,30,9,10,6.1409e-08,2.0889e-07
0,30,9,18,2.4125e-07,-4.7214e-08
0,30,9,26,1.7291e-07,-1.5807e-07
0,30,9,34,1.2405e-07,-1.8744e-07
0,30,9,42,2.3991e-07,-8.8103e-08
0,30,9,50,2.7256e-07,-9.8428e-09
0,30,11,10,6.1409e-08,2.0889e-07
0,30,11,18,2.4125e-07,-4.7214e-08
0,30,11,26,1.7291e-07,-1.5807e-07
0,30,11,34,1.2405e-07,-1.8744e-07
0,30,11,42,2.3991e-07,-8.8103e-08
0,30,11,50,2.7256e-07,-9.8428e-09
0,50,1,10,1.1282e-07,1.7078e-07
0,50,1,18,1.9583e-07,-7.0223e-08
0,50,1,26,2.1585e-07,-2.5803e-07
0,50,1,34,1.8818e-07,-2.4188e-07
0,50,1,42,3.1602e-07,-1.1705e-07
0,50,1,50,3.722e-07,-5.6937e-09
0,50,3,10,1.1282e-07,1.7078e-07
0,50,3,18,1.9583e-07,-7.0223e-08
0,50,3,26,2.1585e-07,-2.5803e-07
0,50,3,34,1.8818e-07,-2.4188e-07
0,50,3,42,3.1602e-07,-1.1705e-07
0,50,3,50,3.722e-07,-5.6937e-09
0,50,5,10,1.1282e-07,1.7078e-07
0,50,5,18,1.9583e-07,-7.0223e-08
0,50,5,26,2.1585e-07,-2.5803e-07
0,50,5,34,1.8818e-07,-2.4188e-07
0,50,5,42,3.1602e-07,-1.1705e-07
0,50,5,50,3.722e-07,-5.6937e-09
0,50,7,10,1.1282e-07,1.7078e-07
0,50,7,18,1.9583e-07,-7.0223e-08
0,50,7,26,2.1585e-07,-2.5803e-07
0,50,7,34,1.8818e-07,-2.4188e-07
0,50,7,42,3.1602e-07,-1.1705e-07
0,50,7,50,3.722e-07,-5.6937e-09
0,50,9,10,1.1282e-07,1.7078e-07
0,50,9,18,1.9583e-07,-7.0223e-08
0,50,9,26,2.1585e-07,-2.5803e-07
0,50,9,34,1.8818e-07,-2.4188e-07
0,50,9,42,3.1602e-07,-1.1705e-07
0,50,9,50,3.722e-07,-5.6937e-09
0,50,11,10,1.1282e-07,1.7078e-07
0,50,11,18,1.9583e-07,-7.0223e-08
0,50,11,26,2.1585e-07,-2.5803e-07
0,50,11,34,1.8818e-07,-2.4188e-07
0,50,11,42,3.1602e-07,-1.1705e-07
0,50,11,50,3.722e-07,-5.6937e-09
0,70,1,10,1.4585e-07,1.1539e-07
0,70,1,18,1.5835e-07,-8.9968e-08
0,70,1,26,2.456e-07,-3.0271e-07
0,70,1,34,2.3638e-07,-2.5857e-07
0,70,1,42,3.5501e-07,-1.2759e-07
0,70,1,50,4.2671e-07,-3.4718e-09
0,70,3,10,1.4585e-07,1.1539e-07
0,70,3,18,1.5835e-07,-8.9968e-08
0,70,3,26,2.456e-07,-3.0271e-07
0,70,3,34,2.3638e-07,-2.5857e-07
0,70,3,42,3.5501e-07,-1.2759e-07
0,70,3,50,4.2671e-07,-3.4718e-09
0,70,5,10,1.4585e-07,1.1539e-07
0,70,5,18,1.5835e-07,-8.9968e-08
0,70,5,26,2.456e-07,-3.0271e-07
0,70,5,34,2.3638e-07,-2.5857e-07
0,70,5,42,3.5501e-07,-1.2759e-07
0,70,5,50,4.2671e-07,-3.4718e-09
0,70,7,10,1.4585e-07,1.1539e-07
0,70,7,18,1.5835e-07,-8.9968e-08
0,70,7,26,2.456e-07,-3.0271e-07
0,70,7,34,2.3638e-07,-2.5857e-07
0,70,7,42,3.5501e-07,-1.2759e-07
0,70,7,50,4.2671e-07,-3.4718e-09
0,70,9,10,1.4585e-07,1.1539e-07
0,70,9,18,1.5835e-07,-8.9968e-08
0,70,9,26,2.456e-07,-3.0271e-07
0,70,9,34,2.3638e-07,-2.5857e-07
0,70,9,42,3.5501e-07,-1.2759e-07
0,70,9,50,4.2671e-07,-3.4718e-09
0,70,11,10,1.4585e-07,1.1539e-07
0,70,11,18,1.5835e-07,-8.9968e-08
0,70,11,26,2.456e-07,-3.0271e-07
0,70,11,34,2.3638e-07,-2.5857e-07
0,70,11,42,3.5501e-07,-1.2759e-07
0,70,11,50,4.2671e-07,-3.4718e-09
0,90,1,10,1.0908e-07,1.3614e-07
0,90,1,18,1.9691e-07,-1.0929e-07
0,90,1,26,1.8837e-07,-2.704e-07
0,90,1,34,1.6936e-07,-2.5355e-07
0,90,1,42,3.1287e-07,-1.2297e-07
0,90,1,50,3.6906e-07,-8.014e-09
0,90,3,10,1.0908e-07,1.3614e-07
0,90,3,18,1.9691e-07,-1.0929e-07
0,90,3,26,1.8837e-07,-2.704e-07
0,90,3,34,1.6936e-07,-2.5355e-07
0,90,3,42,3.1287e-07,-1.2297e-07
0,90,3,50,3.6906e-07,-8.014e-09
0,90,5,10,1.0908e-07,1.3614e-07
0,90,5,18,1.9691e-07,-1.0929e-07
0,90,5,26,1.8837e-07,-2.704e-07
0,90,5,34,1.6936e-07,-2.5355e-07
0,90,5,42,3.1287e-07,-1.2297e-07
0,90,5,50,3.6906e-07,-8.014e-09
0,90,7,10,1.0908e-07,1.3614e-07
0,90,7,18,1.9691e-07,-1.0929e-07
0,90,7,26,1.8837e-07,-2.704e-07
0,90,7,34,1.6936e-07,-2.5355e-07
0,90,7,42,3.1287e-07,-1.2297e-07
0,90,7,50,3.6906e-07,-8.014e-09
0,90,9,10,1.0908e-07,1.3614e-07
0,90,9,18,1.9691e-07,-1.0929e-07
0,90,9,26,1.8837e-07,-2.704e-07
0,90,9,34,1.6936e-07,-2.5355e-07
0,90,9,42,3.1287e-07,-1.2297e-07
0,90,9,50,3.6906e-07,-8.014e-09
0,90,11,10,1.0908e-07,1.3614e-07
0,90,11,18,1.9691e-07,-1.0929e-07
0,90,11,26,1.8837e-07,-2.704e-07
0,90,11,34,1.6936e-07,-2.5355e-07
0,90,11,42,3.1287e-07,-1.2297e-07
0,90,11,50,3.6906e-07,-8.014e-09
0,110,1,10,8.5722e-08,1.5489e-07
0,110,1,18,2.284e-07,-1.1231e-07
0,110,1,26,1.4654e-07,-1.9133e-07
0,110,1,34,1.1857e-07,-2.0587e-07
0,110,1,42,2.4558e-07,-9.8337e-08
0,110,1,50,2.7927e-07,-1.2036e-08
0,110,3,10,8.5722e-08,1.5489e-07
0,110,3,18,2.284e-07,-1.1231e-07
0,110,3,26,1.4654e-07,-1.9133e-07
0,110,3,34,1.1857e-07,-2.0587e-07
0,110,3,42,2.4558e-07,-9.8337e-08
0,110,3,50,2.7927e-07,-1.2036e-08
0,110,5,10,8.5722e-08,1.5489e-07
0,110,5,18,2.284e-07,-1.1231e-07
0,110,5,26,1.4654e-07,-1.9133e-07
0,110,5,34,1.1857e-07,-2.0587e-07
0,110,5,42,2.4558e-07,-9.8337e-08
0,110,5,50,2.7927e-07,-1.2036e-08
0,110,7,10,8.5722e-08,1.5489e-07
0,110,7,18,2.284e-07,-1.1231e-07
0,110,7,26,1.4654e-07,-1.9133e-07
0,110,7,34,1.1857e-07,-2.0587e-07
0,110,7,42,2.4558e-07,-9.8337e-08
0,110,7,50,2.7927e-07,-1.2036e-08
0,110,9,10,8.5722e-08,1.5489e-07
0,110,9,18,2.284e-07,-1.1231e-07
0,110,9,26,1.4654e-07,-1.9133e-07
0,110,9,34,1.1857e-07,-2.0587e-07
0,110,9,42,2.4558e-07,-9.8337e-08
0,110,9,50,2.7927e-07,-1.2036e-08
0,110,11,10,8.5722e-08,1.5489e-07
0,110,11,18,2.284e-07,-1.1231e-07
0,110,11,26,1.4654e-07,-1.9133e-07
0,110,11,34,1.1857e-07,-2.0587e-07
0,110,11,42,2.4558e-07,-9.8337e-08
0,110,11,50,2.7927e-07,-1.2036e-08
4,10,1,10,2.5002e-08,1.0815e-07
4,10,1,18,1.2288e-07,-6.2866e-09
4,10,1,26,9.0577e-08,-4.189e-08
4,10,1,34,6.1303e-08,-7.9512e-08
4,10,1,42,1.0523e-07,-4.0234e-08
4,10,1,50,1.0589e-07,-2.0416e-08
4,10,3,10,2.5002e-08,1.0815e-07
4,10,3,18,1.2288e-07,-6.2866e-09
4,10,3,26,9.0577e-08,-4.189e-08
4,10,3,34,6.1303e-08,-7.9512e-08
4,10,3,42,1.0523e-07,-4.0234e-08
4,10,3,50,1.0589e-07,-2.0416e-08
4,10,5,10,2.5002e-08,1.0815e-07
4,10,5,18,1.2288e-07,-6.2866e-09
4,10,5,26,9.0577e-08,-4.189e-08
4,10,5,34,6.1303e-08,-7.9512e-08
4,10,5,42,1.0523e-07,-4.0234e-08
4,10,5,50,1.0589e-07,-2.0416e-08
4,10,7,10,2.5002e-08,1.0815e-07
4,10,7,18,1.2288e-07,-6.2866e-09
4,10,7,26,9.0577e-08,-4.189e-08
4,10,7,34,6.1303e-08,-7.9512e-08
4,10,7,42,1.0523e-07,-4.0234e-08
4,10,7,50,1.0589e-07,-2.0416e-08
4,10,9,10,2.5002e-08,1.0815e-07
4,10,9,18,1.2288e-07,-6.2866e-09
4,10,9,26,9.0577e-08,-4.189e-08
4,10,9,34,6.1303e-08,-7.9512e-08
4,10,9,42,1.0523e-07,-4.0234e-08
4,10,9,50,1.0589e-07,-2.0416e-08
4,10,11,10,2.5002e-08,1.0815e-07
4,10,11,18,1.2288e-07,-6.2866e-09
4,10,11,26,9.0577e-08,-4.189e-08
4,10,11,34,6.1303e-08,-7.9512e-08
4,10,11,42,1.0523e-07,-4.0234e-08
4,10,11,50,1.0589e-07,-2.0416e-08
4,30,1,10,4.8608e-08,2.3653e-07
4,30,1,18,2.5806e-07,-1.9368e-08
4,30,1,26,1.9626e-07,-1.381e-07
4,30,1,34,1.2115e-07,-2.0604e-07
4,30,1,42,2.3663e-07,-1.1256e-07
4,30,1,50,2.635e-07,-4.3893e-08
4,30,3,10,4.8608e-08,2.3653e-07
4,30,3,18,2.5806e-07,-1.9368e-08
4,30,3,26,1.9626e-07,-1.381e-07
4,30,3,34,1.2115e-07,-2.0604e-07
4,30,3,42,2.3663e-07,-1.1256e-07
4,30,3,50,2.635e-07,-4.3893e-08
4,30,5,10,4.8608e-08,2.3653e-07
4,30,5,18,2.5806e-07,-1.9368e-08
4,30,5,26,1.9626e-07,-1.381e-07
4,30,5,34,1.2115e-07,-2.0604e-07
4,30,5,42,2.3663e-07,-1.1256e-07
4,30,5,50,2.635e-07,-4.3893e-08
4,30,7,10,4.8608e-08,2.3653e-07
4,30,7,18,2.5806e-07,-1.9368e-08
4,30,7,26,1.9626e-07,-1.381e-07
4,30,7,34,1.2115e-07,-2.0604e-07
4,30,7,42,2.3663e-07,-1.1256e-07
4,30,7,50,2.635e-07,-4.3893e-08
4,30,9,10,4.8608e-08,2.3653e-07
4,30,9,18,2.5806e-07,-1.9368e-08
4,30,9,26,1.9626e-07,-1.381e-07
4,30,9,34,1.2115e-07,-2.0604e-07
4,30,9,42,2.3663e-07,-1.1256e-07
4,30,9,50,2.635e-07,-4.3893e-08
4,30,11,10,4.8608e-08,2.3653e-07
4,30,11,18,2.5806e-07,-1.9368e-08
4,30,11,26,1.9626e-07,-1.381e-07
4,30,11,34,1.2115e-07,-2.0604e-07
4,30,11,42,2.3663e-07,-1.1256e-07
4,30,11,50,2.635e-07,-4.3893e-08
4,50,1,10,1.0286e-07,2.1706e-07
4,50,1,18,2.0931e-07,-3.4046e-08
4,50,1,26,2.373e-07,-2.4034e-07
4,50,1,34,1.7843e-07,-2.6889e-07
4,50,1,42,2.8094e-07,-1.6608e-07
4,50,1,50,3.8336e-07,-3.5046e-08
4,50,3,10,1.0286e-07,2.1706e-07
4,50,3,18,2.0931e-07,-3.4046e-08
4,50,3,26,2.373e-07,-2.4034e-07
4,50,3,34,1.7843e-07,-2.6889e-07
4,50,3,42,2.8094e-07,-1.6608e-07
4,50,3,50,3.8336e-07,-3.5046e-08
4,50,5,10,1.0286e-07,2.1706e-07
4,50,5,18,2.0931e-07,-3.4046e-08
4,50,5,26,2.373e-07,-2.4034e-07
4,50,5,34,1.7843e-07,-2.6889e-07
4,50,5,42,2.8094e-07,-1.6608e-07
4,50,5,50,3.8336e-07,-3.5046e-08
4,50,7,10,1.0286e-07,2.1706e-07
4,50,7,18,2.0931e-07,-3.4046e-08
4,50,7,26,2.373e-07,-2.4034e-07
4,50,7,34,1.7843e-07,-2.6889e-07
4,50,7,42,2.8094e-07,-1.6608e-07
4,50,7,50,3.8336e-07,-3.5046e-08
4,50,9,10,1.0286e-07,2.1706e-07
4,50,9,18,2.0931e-07,-3.4046e-08
4,50,9,26,2.373e-07,-2.4034e-07
4,50,9,34,1.7843e-07,-2.6889e-07
4,50,9,42,2.8094e-07,-1.6608e-07
4,50,9,50,3.8336e-07,-3.5046e-08
4,50,11,10,1.0286e-07,2.1706e-07
4,50,11,18,2.0931e-07,-3.4046e-08
4,50,11,26,2.373e-07,-2.4034e-07
4,50,11,34,1.7843e-07,-2.6889e-07
4,50,11,42,2.8094e-07,-1.6608e-07
4,50,11,50,3.8336e-07,-3.5046e-08
4,70,1,10,1.5877e-07,1.5604e-07
4,70,1,18,1.4902e-07,-5.1515e-08
4,70,1,26,2.7934e-07,-2.9978e-07
4,70,1,34,2.4958e-07,-2.8886e-07
4,70,1,42,3.1581e-07,-1.8964e-07
4,70,1,50,4.5801e-07,-2.5121e-08
4,70,3,10,1.5877e-07,1.5604e-07
4,70,3,18,1.4902e-07,-5.1515e-08
4,70,3,26,2.7934e-07,-2.9978e-07
4,70,3,34,2.4958e-07,-2.8886e-07
4,70,3,42,3.1581e-07,-1.8964e-07
4,70,3,50,4.5801e-07,-2.5121e-08
4,70,5,10,1.5877e-07,1.5604e-07
4,70,5,18,1.4902e-07,-5.1515e-08
4,70,5,26,2.7934e-07,-2.9978e-07
4,70,5,34,2.4958e-07,-2.8886e-07
4,70,5,42,3.1581e-07,-1.8964e-07
4,70,5,50,4.5801e-07,-2.5121e-08
4,70,7,10,1.5877e-07,1.5604e-07
4,70,7,18,1.4902e-07,-5.1515e-08
4,70,7,26,2.7934e-07,-2.9978e-07
4,70,7,34,2.4958e-07,-2.8886e-07
4,70,7,42,3.1581e-07,-1.8964e-07
4,70,7,50,4.5801e-07,-2.5121e-08
4,70,9,10,1.5877e-07,1.5604e-07
4,70,9,18,1.4902e-07,-5.1515e-08
4,70,9,26,2.7934e-07,-2.9978e-07
4,70,9,34,2.4958e-07,-2.8886e-07
4,70,9,42,3.1581e-07,-1.8964e-07
4,70,9,50,4.5801e-07,-2.5121e-08
4,70,11,10,1.5877e-07,1.5604e-07
4,70,11,18,1.4902e-07,-5.1515e-08
4,70,11,26,2.7934e-07,-2.9978e-07
4,70,11,34,2.4958e-07,-2.8886e-07
4,70,11,42,3.1581e-07,-1.8964e-07
4,70,11,50,4.5801e-07,-2.5121e-08
4,90,1,10,1.2065e-07,1.5817e-07
4,90,1,18,1.796e-07,-7.2206e-08
4,90,1,26,2.3541e-07,-2.81e-07
4,90,1,34,1.9295e-07,-2.9036e-07
4,90,1,42,2.9494e-07,-1.822e-07
4,90,1,50,4.1564e-07,-3.4991e-08
4,90,3,10,1.2065e-07,1.5817e-07
4,90,3,18,1.796e-07,-7.2206e-08
4,90,3,26,2.3541e-07,-2.81e-07
4,90,3,34,1.9295e-07,-2.9036e-07
4,90,3,42,2.9494e-07,-1.822e-07
4,90,3,50,4.1564e-07,-3.4991e-08
4,90,5,10,1.2065e-07,1.5817e-07
4,90,5,18,1.796e-07,-7.2206e-08
4,90,5,26,2.3541e-07,-2.81e-07
4,90,5,34,1.9295e-07,-2.9036e-07
4,90,5,42,2.9494e-07,-1.822e-07
4,90,5,50,4.1564e-07,-3.4991e-08
4,90,7,10,1.2065e-07,1.5817e-07
4,90,7,18,1.796e-07,-7.2206e-08
4,90,7,26,2.3541e-07,-2.81e-07
4,90,7,34,1.9295e-07,-2.9036e-07
4,90,7,42,2.9494e-07,-1.822e-07
4,90,7,50,4.1564e-07,-3.4991e-08
4,90,9,10,1.2065e-07,1.5817e-07
4,90,9,18,1.796e-07,-7.2206e-08
4,90,9,26,2.3541e-07,-2.81e-07
4,90,9,34,1.9295e-07,-2.9036e-07
4,90,9,42,2.9494e-07,-1.822e-07
4,90,9,50,4.1564e-07,-3.4991e-08
4,90,11,10,1.2065e-07,1.5817e-07
4,90,11,18,1.796e-07,-7.2206e-08
4,90,11,26,2.3541e-07,-2.81e-07
4,90,11,34,1.9295e-07,-2.9036e-07
4,90,11,42,2.9494e-07,-1.822e-07
4,90,11,50,4.1564e-07,-3.4991e-08
4,110,1,10,6.7035e-08,1.797e-07
4,110,1,18,2.451e-07,-9.0394e-08
4,110,1,26,1.829e-07,-2.0938e-07
4,110,1,34,1.134e-07,-2.568e-07
4,110,1,42,2.6567e-07,-1.4446e-07
4,110,1,50,3.1092e-07,-5.0946e-08
4,110,3,10,6.7035e-08,1.797e-07
4,110,3,18,2.451e-07,-9.0394e-08
4,110,3,26,1.829e-07,-2.0938e-07
4,110,3,34,1.134e-07,-2.568e-07
4,110,3,42,2.6567e-07,-1.4446e-07
4,110,3,50,3.1092e-07,-5.0946e-08
4,110,5,10,6.7035e-08,1.797e-07
4,110,5,18,2.451e-07,-9.0394e-08
4,110,5,26,1.829e-07,-2.0938e-07
4,110,5,34,1.134e-07,-2.568e-07
4,110,5,42,2.6567e-07,-1.4446e-07
4,110,5,50,3.1092e-07,-5.0946e-08
4,110,7,10,6.7035e-08,1.797e-07
4,110,7,18,2.451e-07,-9.0394e-08
4,110,7,26,1.829e-07,-2.0938e-07
4,110,7,34,1.134e-07,-2.568e-07
4,110,7,42,2.6567e-07,-1.4446e-07
4,110,7,50,3.1092e-07,-5.0946e-08
4,110,9,10,6.7035e-08,1.797e-07
4,110,9,18,2.451e-07,-9.0394e-08
4,110,9,26,1.829e-07,-2.0938e-07
4,110,9,34,1.134e-07,-2.568e-07
4,110,9,42,2.6567e-07,-1.4446e-07
4,110,9,50,3.1092e-07,-5.0946e-08
4,110,11,10,6.7035e-08,1.797e-07
4,110,11,18,2.451e-07,-9.0394e-08
4,110,11,26,1.829e-07,-2.0938e-07
4,110,11,34,1.134e-07,-2.568e-07
4,110,11,42,2.6567e-07,-1.4446e-07
4,110,11,50,3.1092e-07,-5.0946e-08
8,10,1,10,2.4886e-08,1.1054e-07
8,10,1,18,1.1978e-07,6.6506e-09
8,10,1,26,9.5911e-08,-3.6027e-08
8,10,1,34,7.0363e-08,-7.6618e-08
8,10,1,42,9.3996e-08,-5.0532e-08
